book_id,book_title,pub_year,hist_year,page,race,sentence,sentiment_vader,trf_label,trf_confidence,sentiment_trf_signed
openstax_us_history,U.S. History (OpenStax),2014,1193,36,Indigenous/Native,"However, enslaved natives tended to sicken or die from disease or from the overwork and cruel treatment they were subjected to, and so the indigenous peoples proved not to be a dependable source of labor.",-0.9231,NEGATIVE,0.9986516833305359,-0.9986516833305359
openstax_us_history,U.S. History (OpenStax),2014,1193,40,Indigenous/Native,"How did the Olmec, Aztec, Inca, Maya, and North American Indians differ in their ways of life and cultural achievements?",0.0,NEGATIVE,0.9815858602523804,-0.9815858602523804
openstax_us_history,U.S. History (OpenStax),2014,1571,41,Indigenous/Native,"Native Americans who confronted the newcomers from Europe suffered unprecedented losses of life, however, as previously unknown diseases sliced through their populations.",-0.7717,NEGATIVE,0.9920640587806702,-0.9920640587806702
openstax_us_history,U.S. History (OpenStax),2014,1571,42,Indigenous/Native,"This age of exploration and the subsequent creation of an Atlantic World marked the earliest phase of globalization, in which previously isolated groups—Africans, Native Americans, and Europeans—first came into contact with each other, sometimes with disastrous results.",-0.4939,NEGATIVE,0.6513752937316895,-0.6513752937316895
openstax_us_history,U.S. History (OpenStax),2014,1571,47,Black/African American,"FarfrombeingunifiedandcontentunderAztecrule,manypeoplesinMexicoresenteditandwereready torebel.Onegroupinparticular,theTlaxcalan,threwtheirlotinwiththeSpanish,providingasmanyas 200,000fightersinthesiegeofTenochtitlán.TheSpanishalsobroughtsmallpoxintothevalleyofMexico.",0.0,NEGATIVE,0.9924517273902893,-0.9924517273902893
openstax_us_history,U.S. History (OpenStax),2014,1571,65,Indigenous/Native,"Mesoamerican Indians consumed unsweetened chocolate in a drink with chili peppers,vanilla,andaspicecalledachiote.Thischocolatedrink—xocolatl—waspartofritualceremonies like marriage and an everyday item for those who could afford it.",0.3612,NEGATIVE,0.9667556285858154,-0.9667556285858154
openstax_us_history,U.S. History (OpenStax),2014,1600,71,Indigenous/Native,"Reciprocally, Native American practices, such as the use of tobacco, profoundly altered European habits and tastes.",0.0,NEGATIVE,0.7032458782196045,-0.7032458782196045
openstax_us_history,U.S. History (OpenStax),2014,1645,86,White/European American,Some Africans who converted to Christianity became free landownerswithwhiteservants.ThechangeinthestatusofAfricansintheChesapeaketothatofslaves occurred in the last decades of the seventeenth century.,0.5106,NEGATIVE,0.9766119122505188,-0.9766119122505188
openstax_us_history,U.S. History (OpenStax),2014,1645,86,White/European American,"Bacon’sRebellion,anuprisingofbothwhitesandblackswhobelievedthattheVirginiagovernmentwas impeding their access to land and wealth and seemed to do little to clear the land of Indians, hastened thetransitiontoAfricanslaveryintheChesapeakecolonies.TherebelliontakesitsnamefromNathaniel Bacon, a wealthy young Englishman who arrived in Virginia in 1674.",0.7918,NEGATIVE,0.9992156028747559,-0.9992156028747559
openstax_us_history,U.S. History (OpenStax),2014,1600,87,White/European American,"Atthetimeoftherebellion,indenturedservantsmadeupthemajorityoflaborersintheregion.Wealthy whites worried over the presence of this large class of laborers and the relative freedom they enjoyed, as well as the alliance that black and white servants had forged in the course of the rebellion.",0.7845,NEGATIVE,0.9294565916061401,-0.9294565916061401
openstax_us_history,U.S. History (OpenStax),2014,1600,87,White/European American,"Racial slavery even served to heal some of the divisions between wealthy and poor whites, who could now unite as members of a “superior” racial group.",-0.7506,POSITIVE,0.5198655724525452,0.5198655724525452
openstax_us_history,U.S. History (OpenStax),2014,1600,87,White/European American,"WhilecoloniallawsinthetobaccocolonieshadmadeslaveryalegalinstitutionbeforeBacon’sRebellion, newlawspassedinthewakeoftherebellionseverelycurtailedblackfreedomandlaidthefoundationfor racialslavery.Virginiapassedalawin1680prohibitingfreeblacksandslavesfrombearingarms,banning blacksfromcongregatinginlargenumbers,andestablishingharshpunishmentsforslaveswhoassaulted Christiansorattemptedescape.Twoyearslater,anotherVirginialawstipulatedthatallAfricansbrought tothecolonywouldbeslavesforlife.Thus,theincreasingrelianceonslavesinthetobaccocolonies—and the draconian laws instituted to control them—not only helped planters meet labor demands, but also served to assuage English fears of further uprisings and alleviate class tensions between rich and poor whites.",-0.7579,NEGATIVE,0.9938600063323975,-0.9938600063323975
openstax_us_history,U.S. History (OpenStax),2014,1600,87,White/European American,"This excerpt from his History and PresentState ofVirginia,publishedin1705,clearlyillustrates thecontrastbetweenwhiteservantsand black slaves.",0.0,NEGATIVE,0.969292163848877,-0.969292163848877
openstax_us_history,U.S. History (OpenStax),2014,1600,87,Black/African American,"SlavesaretheNegroes,andtheirPosterity,followingtheconditionoftheMother,according to the Maxim, partus sequitur ventrem [status follows the womb].",0.0,NEGATIVE,0.984495997428894,-0.984495997428894
openstax_us_history,U.S. History (OpenStax),2014,1600,98,Black/African American,"Enslaved Africans, who had a tradition of the use of medicinal plants in their native land, adapted to their new surroundings by learning the use of New World plants through experimentation orfromthenativeinhabitants.NativepeoplesandAfricansemployedtheirknowledgeeffectivelywithin their own communities.",-0.4019,POSITIVE,0.9177294373512268,0.9177294373512268
openstax_us_history,U.S. History (OpenStax),2014,1668,113,White/European American,Slaverywasmorethanalaborsystem;italsoinfluencedeveryaspectofcolonialthoughtandculture.The unevenrelationshipitengenderedgavewhitecolonistsanexaggeratedsenseoftheirownstatus.English liberty gained greater meaning and coherence for whites when they contrasted their status to that of the,0.8176,NEGATIVE,0.983944296836853,-0.983944296836853
openstax_us_history,U.S. History (OpenStax),2014,1711,114,White/European American,African slavery provided whites in the colonies with a shared racial bond and identity.,-0.5267,POSITIVE,0.9959069490432739,0.9959069490432739
openstax_us_history,U.S. History (OpenStax),2014,1711,114,White/European American,Slaveseverywhereresistedtheirexploitationandattemptedtogainfreedom.Theyfullyunderstoodthat rebellions would bring about massive retaliation from whites and therefore had little chance of success.,0.4666,NEGATIVE,0.9996384382247925,-0.9996384382247925
openstax_us_history,U.S. History (OpenStax),2014,1711,114,White/European American,Other slaves in South Carolina may have had a similar background: Africa- born and familiar with whites.,0.0,POSITIVE,0.861412763595581,0.861412763595581
openstax_us_history,U.S. History (OpenStax),2014,1711,115,Black/African American,"The English Empire, 1660–1763 107 InthewakeoftheStonoRebellion,SouthCarolinapassedanewslavecodein1740calledAnActforthe BetterOrderingandGoverningofNegroesandOtherSlavesintheProvince,alsoknownastheNegroAct of 1740.",0.0,NEGATIVE,0.9858179688453674,-0.9858179688453674
openstax_us_history,U.S. History (OpenStax),2014,1711,115,White/European American,"Ever fearful of an uprising among enslaved New Yorkers, the city’s whites spread rumors that the fires werepartofamassiveslaverevoltinwhichslaveswouldmurderwhites,burnthecity,andtakeoverthe colony.",-0.7096,NEGATIVE,0.9863704442977905,-0.9863704442977905
openstax_us_history,U.S. History (OpenStax),2014,1711,115,White/European American,"After a quick series of trials at City Hall, known as the New York Conspiracy Trials of 1741, the governmentexecutedseventeenNewYorkers.Thirteenblackmenwerepubliclyburnedatthestake,while theothers(includingfourwhites)werehanged(Figure4.10).SeventyslavesweresoldtotheWestIndies.",-0.5267,NEGATIVE,0.9938123226165771,-0.9938123226165771
openstax_us_history,U.S. History (OpenStax),2014,1711,115,White/European American,"The events of 1741 in New York City illustrate the racial divide in British America, where panic among whites spurred great violence against and repression of the feared slave population.",-0.8442,POSITIVE,0.9905810952186584,0.9905810952186584
openstax_us_history,U.S. History (OpenStax),2014,1711,117,Black/African American,"September 15, 1710 Iroseat5o’clockandreadtwochaptersinHebrewandsomeGreekinThucydides.Isaidmy prayersandatemilkandpearsforbreakfast.About7o’clockthenegroboy[orBetty]thatran awaywasbroughthome.MywifeagainstmywillcausedlittleJennytobeburnedwithahot iron, for which I quarreled with her.",0.0,NEGATIVE,0.9858278036117554,-0.9858278036117554
openstax_us_history,U.S. History (OpenStax),2014,1711,118,White/European American,"4.4 Great Awakening and Enlightenment By the end of this section, you will be able to: • Explain the significance of the Great Awakening • Describe the genesis, central ideas, and effects of the Enlightenment in British North America Two major cultural movements further strengthened Anglo-American colonists’ connection to Great Britain: the Great Awakening and the Enlightenment.",0.9694,POSITIVE,0.9996302127838135,0.9996302127838135
openstax_us_history,U.S. History (OpenStax),2014,1711,126,White/European American,"Professional British soldiers had fought alongside Anglo-American militiamen, forging a greater sense of shared identity.",0.3818,POSITIVE,0.995462954044342,0.995462954044342
openstax_us_history,U.S. History (OpenStax),2014,1758,129,White/European American,"The institution of slavery created a false sense of superiority in whites, while simultaneously fueling fears of slave revolt.",-0.6369,NEGATIVE,0.9594422578811646,-0.9594422578811646
openstax_us_history,U.S. History (OpenStax),2014,1711,130,Indigenous/Native,What was the outcome of the Glorious B. control of American Indians Revolution?,0.6369,NEGATIVE,0.9869298934936523,-0.9869298934936523
openstax_us_history,U.S. History (OpenStax),2014,1711,130,Black/African American,The Negro Act of 1740 was a reaction to ________.,0.0,NEGATIVE,0.9838908314704895,-0.9838908314704895
openstax_us_history,U.S. History (OpenStax),2014,1768,135,White/European American,"This westward movement brought the settlers into conflict as never before with Indiantribes,suchastheShawnee,Seneca-Cayuga,Wyandot,andDelaware,whoincreasinglyheldtheir ground against any further intrusion by white settlers.",-0.3182,NEGATIVE,0.91997891664505,-0.91997891664505
openstax_us_history,U.S. History (OpenStax),2014,1768,136,White/European American,"Click and Explore VisitExplore PAhistory.com (http://openstaxcollege.org/l/paxton)to read the full text of Benjamin Franklin’s “Benjamin Franklin, An Account of the Paxton Boys’ Murder of the Conestoga Indians, 1764.” Pontiac’s Rebellion and the Paxton Boys’ actions were examples of early American race wars, in which both sides saw themselves as inherently different from the other and believed the other needed to be eradicated.TheprophetNeolin’smessage,whichhesaidhereceivedinavisionfromtheMasterofLife, was:“Whereforedoyousufferthewhitestodwelluponyourlands?Drivethemaway;wagewaragainst them.” Pontiac echoed this idea in a meeting, exhorting tribes to join together against the British: “It is importantforus,mybrothers,thatweexterminatefromourlandsthisnationwhichseeksonlytodestroy us.” In his letter suggesting “gifts” to the natives of smallpox-infected blankets, Field Marshal Jeffrey Amherst said, “You will do well to inoculate the Indians by means of blankets, as well as every other methodthatcanservetoextirpatethisexecrablerace.”Pontiac’sRebellioncametoanendin1766,whenit becameclearthattheFrench,whomPontiachadhopedwouldsidewithhisforces,wouldnotbereturning.",-0.6597,POSITIVE,0.9007857441902161,0.9007857441902161
openstax_us_history,U.S. History (OpenStax),2014,1768,136,White/European American,"Therepercussions,however,wouldlastmuchlonger.RacerelationsbetweenIndiansandwhitesremained poisoned on the frontier.",-0.4939,NEGATIVE,0.9956066012382507,-0.9956066012382507
openstax_us_history,U.S. History (OpenStax),2014,1779,172,White/European American,"TheDeclarationalsorevealsafundamentalcontradictionoftheAmericanRevolution:theconflictbetween theexistenceofslaveryandtheideathat“allmenarecreatedequal.”One-fifthofthepopulationin1776 wasenslaved,andatthetimehedraftedtheDeclaration,Jeffersonhimselfownedmorethanonehundred slaves.Further,theDeclarationframedequalityasexistingonlyamongwhitemen;womenandnonwhites were entirely left out of a document that referred to native peoples as “merciless Indian savages” who indiscriminatelykilledmen,women,andchildren.Nonetheless,thepromiseofequalityforallplantedthe seeds for future struggles waged by slaves, women, and many others to bring about its full realization.",-0.3612,NEGATIVE,0.9994049072265625,-0.9994049072265625
openstax_us_history,U.S. History (OpenStax),2014,1779,173,Indigenous/Native,"Chapter 6 America's War for Independence, 1775-1783 165 Click and Explore VisitDigital History (http://openstaxcollege.org/l/fcombatants)to view “The Female Combatants.” In this 1776 engraving by an anonymous artist, Great Britain is depicted on the left as a staid, stern matron, while America, on the right, is shown as a half-dressed American Indian.",0.0516,POSITIVE,0.9867829084396362,0.9867829084396362
openstax_us_history,U.S. History (OpenStax),2014,1779,184,White/European American,"As many as nineteen thousand colonists served the British in the effort to put down the rebellion, and aftertheRevolution,asmanyas100,000colonistsleft,movingtoEnglandornorthtoCanadaratherthan stayinginthenewUnitedStates(Figure6.18).Eightthousandwhitesandfivethousandfreeblackswent toBritain.OverthirtythousandwenttoCanada,transformingthatnationfrompredominatelyFrenchto predominantly British.",-0.128,NEGATIVE,0.9927963614463806,-0.9927963614463806
openstax_us_history,U.S. History (OpenStax),2014,1779,184,White/European American,"1880 work that artist Henry Sandham created at least a century after the Revolution, shows Anglo-American colonists arriving by ship in New Brunswick, Canada.",0.25,POSITIVE,0.9968921542167664,0.9968921542167664
openstax_us_history,U.S. History (OpenStax),2014,1779,187,Black/African American,"Chapter 6 America's War for Independence, 1775-1783 179 befree,whohadtakenrefugeintheBritishlines,andclaimedthesanctionandprivilegesof theProclamationsrespectingthesecurityandprotectionofNegroes.Inconsequenceofthis, eachofusreceivedacertificatefromthecommandingofficeratNew-York,whichdispelledall our fears, and filled us with joy and gratitude.",0.1027,POSITIVE,0.9934893846511841,0.9934893846511841
openstax_us_history,U.S. History (OpenStax),2014,1779,191,White/European American,D. Both slaveholding and non-slaveholding A. the Battle of Saratoga whites feared a slave rebellion.,-0.743,NEGATIVE,0.9432803392410278,-0.9432803392410278
openstax_us_history,U.S. History (OpenStax),2014,1783,197,White/European American,"By the end of this section, you will be able to: • Describe the status of women in the new republic • Describe the status of nonwhites in the new republic Eliterepublicanrevolutionariesdidnotenvisionacompletelynewsociety;traditionalideasandcategories of race and gender, order and decorum remained firmly entrenched among members of their privileged class.",0.4404,POSITIVE,0.996619701385498,0.996619701385498
openstax_us_history,U.S. History (OpenStax),2014,1783,198,Black/African American,That Children and Apprentices were disobedient—that schools and Colledges were grown turbulent—that Indians slighted their Guardians and Negroes grew insolent to their Masters.,0.0,NEGATIVE,0.9955457448959351,-0.9955457448959351
openstax_us_history,U.S. History (OpenStax),2014,1783,200,Black/African American,"Similarly, ThomasPainearguedinCommonSensethatGreatBritainwasguiltyofinciting“theIndiansandNegroes todestroyus.”Forhispart,BenjaminFranklinwroteinthe1780sthat,intime,alcoholismwouldwipeout the Indians, leaving the land free for white settlers.",0.5106,NEGATIVE,0.9899583458900452,-0.9899583458900452
openstax_us_history,U.S. History (OpenStax),2014,1783,200,White/European American,"Similarly, ThomasPainearguedinCommonSensethatGreatBritainwasguiltyofinciting“theIndiansandNegroes todestroyus.”Forhispart,BenjaminFranklinwroteinthe1780sthat,intime,alcoholismwouldwipeout the Indians, leaving the land free for white settlers.",0.5106,NEGATIVE,0.9899583458900452,-0.9899583458900452
openstax_us_history,U.S. History (OpenStax),2014,1783,200,Black/African American,"Some view our sable race with scornful eye, “Their colour is a diabolic dye.” Remember, Christians, Negroes, black as Cain, May be refin’d, and join th’ angelic train.",-0.1531,NEGATIVE,0.8945995569229126,-0.8945995569229126
openstax_us_history,U.S. History (OpenStax),2014,1783,201,White/European American,"Although he penned the Declaration of Independence, Thomas Jeffersonownedmorethanonehundredslaves,ofwhomhefreedonlyafeweitherduringhislifetimeor inhiswill(Figure7.7).Hethoughtblackswereinferiortowhites,dismissingPhillisWheatleybyarguing, “Religion indeed has produced a Phillis Wheatley; but it could not produce a poet.” White slaveholders took their female slaves as mistresses, as most historians agree that Jefferson did with one of his slaves, Sally Hemings.",0.5672,NEGATIVE,0.9736433029174805,-0.9736433029174805
openstax_us_history,U.S. History (OpenStax),2014,1783,201,White/European American,"Jeffersonunderstoodthecontradictionfully,andhiswritingsrevealhard-edgedracistassumptions.Inhis Notes on the State of Virginia in the 1780s, Jefferson urged the end of slavery in Virginia and the removal ofblacksfromthatstate.Hewrote:“Itwillprobablybeasked,Whynotretainandincorporatetheblacks intothestate,andthussavetheexpenseofsupplying,byimportationofwhitesettlers,thevacanciesthey willleave?Deeprootedprejudicesentertainedbythewhites;tenthousandrecollections,bytheblacks,of theinjuriestheyhavesustained;newprovocations;therealdistinctionswhichnaturehasmade;andmany othercircumstances,willdivideusintoparties,andproduceconvulsionswhichwillprobablyneverend but in the extermination of the one or the other race.",-0.4404,NEGATIVE,0.9775176644325256,-0.9775176644325256
openstax_us_history,U.S. History (OpenStax),2014,1783,214,White/European American,"206 Chapter 7 Creating Republican Governments, 1776–1790 THE QUESTION OF SLAVERY The question of slavery stood as a major issue at the Constitutional Convention because slaveholders wanted slaves to be counted along with whites, termed “free inhabitants,” when determining a state’s total population.",-0.8788,NEGATIVE,0.7828890085220337,-0.7828890085220337
openstax_us_history,U.S. History (OpenStax),2014,1783,214,White/European American,"Underthethree-fifthscompromiseinthe1787Constitution,eachslavewouldbecountedasthree-fifthsof awhiteperson.Article1,Section2stipulatedthat“RepresentativesanddirectTaxesshallbeapportioned amongtheseveralstates...accordingtotheirrespectiveNumber,whichshallbedeterminedbyaddingto thewholenumberoffreePersons,includingthoseboundforserviceforaTermofYears[whiteservants], and excluding Indians not taxed, three fifths of all other persons.” Since representation in the House of Representatives was based on the population of a state, the three-fifths compromise gave extra political powertoslavestates,althoughnotasmuchasifthetotalpopulation,bothfreeandslave,hadbeenused.",0.0,NEGATIVE,0.9916867613792419,-0.9916867613792419
openstax_us_history,U.S. History (OpenStax),2014,1783,219,White/European American,"After the Revolution, the balance of power between women and men and between whites, blacks, and Indiansremainedlargelyunchanged.Yetrevolutionaryprinciples,includingthecallforuniversalequality in the Declaration of Independence, inspired and emboldened many.",0.4939,POSITIVE,0.9935048818588257,0.9935048818588257
openstax_us_history,U.S. History (OpenStax),2014,1783,219,White/European American,"Nonetheless, for blacks, women, and native peoples, the revolutionaryidealsofequalityfellfarshortofreality.Inthenewrepublic,fullcitizenship—includingthe right to vote—did not extend to nonwhites or to women.",-0.1326,NEGATIVE,0.9789672493934631,-0.9789672493934631
openstax_us_history,U.S. History (OpenStax),2014,1783,220,Black/African American,"Describe popular attitudes toward African Americans, women, and Indians in the wake of the Revolution.Inwhatwaysdidtheestablishedsocialandpoliticalorderdependuponkeepingmembersof thesegroupsintheircircumscribedroles?Ifthoserolesweretochange,howwouldAmericansocietyand politics have had to adjust?",0.4871,NEGATIVE,0.9823887944221497,-0.9823887944221497
openstax_us_history,U.S. History (OpenStax),2014,1805,222,White/European American,"For them, political participation continued to be linked to property rights, which barred many citizens fromvotingorholdingoffice.FederalistsdidnotbelievetheRevolutionhadchangedthetraditionalsocial rolesbetweenwomenandmen,orbetweenwhitesandotherraces.Theydidbelieveincleardistinctions in rank and intelligence.",0.4767,NEGATIVE,0.9820871353149414,-0.9820871353149414
openstax_us_history,U.S. History (OpenStax),2014,1805,231,White/European American,"In addition, the idea that the French Revolution could inspire a successful slave uprising just off the American coastline filled southern whites and slaveholders with horror.",0.5859,NEGATIVE,0.9338787794113159,-0.9338787794113159
openstax_us_history,U.S. History (OpenStax),2014,1805,233,White/European American,"WASHINGTON’S INDIAN POLICY RelationshipswithIndianswereasignificantproblemforWashington’sadministration,butoneonwhich white citizens agreed: Indians stood in the way of white settlement and, as the 1790 Naturalization Act madeclear,werenotcitizens.AftertheWarofIndependence,whitesettlerspouredintolandswestofthe AppalachianMountains.Asaresult,from1785to1795,astateofwarexistedonthefrontierbetweenthese settlers and the Indians who lived in the Ohio territory.",0.2732,NEGATIVE,0.982988178730011,-0.982988178730011
openstax_us_history,U.S. History (OpenStax),2014,1805,233,White/European American,"In both 1790 and 1791, the Shawnee and Miami had defended their lands against the whites who arrived in greater and greater numbers from the East.",0.6124,POSITIVE,0.9904232025146484,0.9904232025146484
openstax_us_history,U.S. History (OpenStax),2014,1805,243,White/European American,"For many years, white settlers in the American western territories had besieged the Indians living there.",0.0,NEGATIVE,0.9778181314468384,-0.9778181314468384
openstax_us_history,U.S. History (OpenStax),2014,1805,243,White/European American,"His brother, Tenskwatawa, was a prophet among the Shawnee who urged a revival of native ways and rejection of Anglo-Americanculture,includingalcohol.In1811,WilliamHenryHarrison,thegovernoroftheIndiana Territory, attempted to eliminate the native presence by attacking Prophetstown, a Shawnee settlement named in honor of Tenskwatawa.",-0.5106,NEGATIVE,0.9190921187400818,-0.9190921187400818
openstax_us_history,U.S. History (OpenStax),2014,1825,253,Black/African American,"Chapter 9 Industrial Transformation in the North, 1800–1850 245 In the late eighteenth and early nineteenth century, merchants in the Northeast and elsewhere turned their attention as never before to the benefits of using unskilled wage labor to make a greater profit by reducinglaborcosts.Theyusedtheputting-outsystem,whichtheBritishhademployedatthebeginning of their own Industrial Revolution, whereby they hired farming families to perform specific tasks in the productionprocessforasetwage.Inthecaseofshoes,forinstance,Americanmerchantshiredonegroup of workers to cut soles into standardized sizes.",0.7096,NEGATIVE,0.9565693140029907,-0.9565693140029907
openstax_us_history,U.S. History (OpenStax),2014,1825,256,White/European American,How do you think those who believed all white people were born free and equal would react to them?,0.5106,NEGATIVE,0.9926267266273499,-0.9926267266273499
openstax_us_history,U.S. History (OpenStax),2014,1825,266,Black/African American,"258 Chapter 9 Industrial Transformation in the North, 1800–1850 Figure 9.10 The First Cotton-Gin, an 1869 drawing by William L. Sheppard, shows the first use of a cotton gin “at the close of the last century.” African American slaves handle the gin while white men conduct business in the background.",0.0,POSITIVE,0.9843918085098267,0.9843918085098267
openstax_us_history,U.S. History (OpenStax),2014,1838,297,White/European American,"Figure 10.13 InAttacking the Grizzly Bear(a), painted in 1844, Catlin focused on the Indians’ own vanishing culture, while inWi-jún-jon, Pigeon’s Egg Head (The Light) Going To and Returning From Washington(b), painted in 1837–1839, he contrasted their ways with those of whites by showing an Assiniboine chief transformed by a visit to Washington, DC.",0.3818,POSITIVE,0.9467567205429077,0.9467567205429077
openstax_us_history,U.S. History (OpenStax),2014,1838,297,White/European American,"In Wi-jún-jon, Pigeon's Egg Head (The Light) Going To and Returning From Washington, the viewer is shownabeforeandafterportraitofWi-jún-jon,whotriedtoemulatewhitedressandmannersaftergoing toWashington,DC.WhatdifferencesdoyouseebetweenthesetworepresentationsofWi-jún-jon?Do youthinkhisattempt toimitatewhiteswassuccessful?Whyorwhynot?WhatdoyouthinkCatlinwas trying to convey with this depiction of Wi-jún-jon’s assimilation?",0.0,NEGATIVE,0.9945380091667175,-0.9945380091667175
openstax_us_history,U.S. History (OpenStax),2014,1838,297,White/European American,"This message referred directly to the situation in Georgia, Mississippi, and Alabama, where the Creek, Choctaw, Chickasaw, Seminole,andCherokeepeoplesstoodasobstaclestowhitesettlement.Thesegroupswereknownasthe Five Civilized Tribes, because they had largely adopted Anglo-American culture, speaking English and practicing Christianity.",0.0,NEGATIVE,0.9519962072372437,-0.9519962072372437
openstax_us_history,U.S. History (OpenStax),2014,1838,297,White/European American,"Whites especially resented the Cherokee in Georgia, coveting the tribe’s rich agricultural lands in the northernpartofthestate.TheimpulsetoremovetheCherokeeonlyincreasedwhengoldwasdiscovered ontheirlands.Ironically,whilewhitesinsistedtheCherokeeandothernativepeoplescouldneverbegood citizensbecauseoftheirsavageways,theCherokeehadarguablygonefartherthananyotherindigenous groupinadoptingwhiteculture.TheCherokeePhoenix,thenewspaperoftheCherokee,beganpublication",0.1796,NEGATIVE,0.9878928065299988,-0.9878928065299988
openstax_us_history,U.S. History (OpenStax),2014,1830,298,White/European American,"Although the Cherokee followed the lead oftheirwhiteneighborsbyfarmingandowningproperty,aswellasembracingChristianityandowning theirownslaves,thisprovedoflittleconsequenceinanerawhenwhitesperceivedallIndiansasincapable of becoming full citizens of the republic.",0.0,NEGATIVE,0.9831454753875732,-0.9831454753875732
openstax_us_history,U.S. History (OpenStax),2014,1830,298,White/European American,"Jackson’s anti-Indian stance struck a chord with a majority of white citizens, many of whom shared a hatred of nonwhites that spurred Congress to pass the 1830 Indian Removal Act.",-0.5859,POSITIVE,0.9978062510490417,0.9978062510490417
openstax_us_history,U.S. History (OpenStax),2014,1830,298,White/European American,"The act called for the removal of the Five Civilized Tribes from their home in the southeastern United States to land in the West,inpresent-dayOklahoma.JacksondeclaredinDecember1830,“Itgivesmepleasuretoannounceto CongressthatthebenevolentpolicyoftheGovernment,steadilypursuedfornearlythirtyyears,inrelation totheremovaloftheIndiansbeyondthewhitesettlementsisapproachingtoahappyconsummation.Two importanttribeshaveacceptedtheprovisionmadefortheirremovalatthelastsessionofCongress,andit is believed that their example will induce the remaining tribes also to seek the same obvious advantages.” The Cherokee decided to fight the federal law, however, and took their case to the Supreme Court.",0.5859,NEGATIVE,0.9830710291862488,-0.9830710291862488
openstax_us_history,U.S. History (OpenStax),2014,1830,298,White/European American,"By living among the Cherokee, Worcester had violated a Georgia law forbidding whites, unless they were agents of the federal government, to live in Indian territory.",-0.743,NEGATIVE,0.9941049814224243,-0.9941049814224243
openstax_us_history,U.S. History (OpenStax),2014,1830,298,White/European American,"This time, a court sentenced him and nineothersforviolatingtheGeorgiastatelawbanningwhitesfromlivingonIndianland.Worcesterwas This content is available for free at https://cnx.org/content/col11740/1.3",0.4939,NEGATIVE,0.9956933856010437,-0.9956933856010437
openstax_us_history,U.S. History (OpenStax),2014,1830,300,White/European American,"Abriefwarin1832,BlackHawk’s War,ensued.Whitesettlers panicked atthe return of the native peoples, and militias and federal troops quickly mobilized.",-0.4588,NEGATIVE,0.9675650596618652,-0.9675650596618652
openstax_us_history,U.S. History (OpenStax),2014,1830,300,White/European American,"Some seventywhitesettlersandsoldiersalsolosttheirlivesintheconflict(Figure10.16).Thewar,whichlasted only a matter of weeks, illustrates how much whites on the frontier hated and feared Indians during the Age of Jackson.",-0.8074,NEGATIVE,0.9802232980728149,-0.9802232980728149
openstax_us_history,U.S. History (OpenStax),2014,1830,301,White/European American,"As the will of the majority became the rule of the day, everyone outside of mainstream, white American opinion, especially Indians and blacks, were vulnerable to the wrath of the majority.",-0.2263,NEGATIVE,0.9893920421600342,-0.9893920421600342
